,Items,Support,Confidence,Ground Truth
0,"{'IPTIME', '1.3.4d'}",0.004515546381112115,1.0,IPTime | printer | 
1353,"{'G-2S', 'mikrotik', 'SWITCH'}",0.0028813486431858255,1.0,MikroTik | router | 
1354,"{'G-2S', 'mikrotik', 'SWITCH'}",0.0028813486431858255,0.5,MikroTik | router | 
1355,"{'G-5HPACD', 'MIKROTIK', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1356,"{'G-5HPACD', 'mikrotik', 'ROUTER'}",0.00580570249000129,1.0,MikroTik | router | 
1357,"{'G-5HPACD', 'mikrotik', 'ROUTER'}",0.00580570249000129,1.0,MikroTik | router | 
1358,"{'G-5HPACD', 'ROUTERBOARD', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1359,"{'G-5HPACD', 'ROUTERBOARD', 'mikrotik'}",0.0029243538468154647,0.5037037037037038,MikroTik | router | 
1360,"{'G-60AD', 'MIKROTIK', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1361,"{'G-60AD', 'MIKROTIK', 'mikrotik'}",0.0028813486431858255,0.5,MikroTik | router | 
1362,"{'G-60AD', 'mikrotik', 'ROUTER'}",0.005762697286371651,1.0,MikroTik | router | 
1363,"{'G-60AD', 'mikrotik', 'ROUTER'}",0.005762697286371651,1.0,MikroTik | router | 
1364,"{'G-60AD', 'ROUTERBOARD', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1365,"{'G-60AD', 'ROUTERBOARD', 'mikrotik'}",0.0028813486431858255,0.5,MikroTik | router | 
1366,"{'G-8S', 'MIKROTIK', 'mikrotik'}",0.005762697286371651,1.0,MikroTik | router | 
1367,"{'G-8S', 'MIKROTIK', 'mikrotik'}",0.005762697286371651,1.0,MikroTik | router | 
1368,"{'G-8S', 'mikrotik', 'ROUTER'}",0.0028813486431858255,1.0,MikroTik | router | 
1369,"{'G-8S', 'mikrotik', 'ROUTER'}",0.0028813486431858255,0.5,MikroTik | router | 
1370,"{'G-8S', 'mikrotik', 'SWITCH'}",0.0028813486431858255,1.0,MikroTik | router | 
1371,"{'G-8S', 'mikrotik', 'SWITCH'}",0.0028813486431858255,0.5,MikroTik | router | 
1372,"{'MATRIX', 'betplay', 'GATEWAY'}",0.0020212445705930417,1.0,MikroTik | router | 
1373,"{'MATRIX', 'betplay', 'GATEWAY'}",0.0020212445705930417,0.5,MikroTik | router | 
1374,"{'mikrotik', 'MATRIX', 'GATEWAY'}",0.0020212445705930417,1.0,MikroTik | router | 
1375,"{'MATRIX', 'wifi', 'GATEWAY'}",0.0020212445705930417,1.0,MikroTik | router | 
1376,"{'MATRIX', 'wifi', 'GATEWAY'}",0.0020212445705930417,0.5,MikroTik | router | 
1377,"{'MIKROTIK', 'mikrotik', 'GATEWAY'}",0.0031393798649636605,1.0,MikroTik | router | 
1378,"{'mikrotik', 'ROUTERBOARD', 'GATEWAY'}",0.0028813486431858255,1.0,MikroTik | router | 
1379,"{'mikrotik', 'V6', 'GATEWAY'}",0.005762697286371651,1.0,MikroTik | router | 
1380,"{'mikrotik', 'V6', 'GATEWAY'}",0.005762697286371651,0.551440329218107,MikroTik | router | 
1381,"{'mikrotik', 'betplay', 'GATEWAY'}",0.0040424891411860835,1.0,MikroTik | router | 
1382,"{'wifi', 'betplay', 'GATEWAY'}",0.0040424891411860835,1.0,MikroTik | router | 
1383,"{'wifi', 'betplay', 'GATEWAY'}",0.0040424891411860835,1.0,MikroTik | router | 
1384,"{'mikrotik', 'wifi', 'GATEWAY'}",0.0040424891411860835,1.0,MikroTik | router | 
1385,"{'camera', 'GIGABYTE', 'axis'}",0.015653894121188665,1.0,Q3505 Fixed Dome Network Camera | camera | 
1386,"{'camera', 'GIGABYTE', 'axis'}",0.015653894121188665,1.0,Q3505 Fixed Dome Network Camera | camera | 
1387,"{'m5013', 'GIGABYTE', 'axis'}",0.0012041457016298972,1.0,M5013 PTZ Dome Network Camera | camera | 
1388,"{'GIGABYTE', 'axis', 'm5014-v'}",0.0012041457016298972,1.0,P7224 Video Encoder Blade |  | 
1389,"{'GIGABYTE', 'axis', 'mk'}",0.0024082914032597944,1.0,P7224 Video Encoder Blade |  | 
1390,"{'GIGABYTE', 'axis', 'oct'}",0.0012041457016298972,1.0,P7224 Video Encoder Blade |  | 
1391,"{'GIGABYTE', 'p5512-e', 'axis'}",0.0012041457016298972,1.0,"P5512-E PTZ Dome Network Camera,TM221CE40T | camera,programmable logic controller | "
1392,"{'GIGABYTE', 'p5522-e', 'axis'}",0.0012041457016298972,1.0,P5522-E PTZ Dome Network Camera | camera | 
1393,"{'GIGABYTE', 'p5534', 'axis'}",0.0012041457016298972,1.0,P5534 PTZ Dome Network Camera | camera | 
1394,"{'p5635-e', 'GIGABYTE', 'axis'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1395,"{'ptz', 'GIGABYTE', 'axis'}",0.015653894121188665,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1396,"{'ptz', 'GIGABYTE', 'axis'}",0.015653894121188665,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1397,"{'q6044', 'GIGABYTE', 'axis'}",0.0012041457016298972,1.0,Q6044 PTZ Dome Network Camera | camera | 
1398,"{'q6044-e', 'GIGABYTE', 'axis'}",0.0012041457016298972,1.0,Q6044-E PTZ Dome Network Camera | camera | 
1399,"{'q6045-e', 'GIGABYTE', 'axis'}",0.0012041457016298972,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1400,"{'GIGABYTE', 'axis', 'q6115-e'}",0.0024082914032597944,1.0,P7224 Video Encoder Blade |  | 
1401,"{'camera', 'm5013', 'GIGABYTE'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1402,"{'camera', 'GIGABYTE', 'm5014-v'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1403,"{'camera', 'GIGABYTE', 'mk'}",0.0024082914032597944,1.0,Q3505 Fixed Dome Network Camera | camera | 
1404,"{'camera', 'GIGABYTE', 'oct'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1405,"{'camera', 'GIGABYTE', 'p5512-e'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1406,"{'camera', 'GIGABYTE', 'p5522-e'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1407,"{'camera', 'GIGABYTE', 'p5534'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1408,"{'camera', 'GIGABYTE', 'p5635-e'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1409,"{'ptz', 'camera', 'GIGABYTE'}",0.015653894121188665,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1410,"{'ptz', 'camera', 'GIGABYTE'}",0.015653894121188665,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1411,"{'camera', 'GIGABYTE', 'q6044'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1412,"{'camera', 'q6044-e', 'GIGABYTE'}",0.0012041457016298972,1.0,Q3505 Fixed Dome Network Camera | camera | 
1413,"{'q6045-e', 'camera', 'GIGABYTE'}",0.0012041457016298972,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1414,"{'camera', 'GIGABYTE', 'q6115-e'}",0.0024082914032597944,1.0,Q3505 Fixed Dome Network Camera | camera | 
1415,"{'ptz', 'm5013', 'GIGABYTE'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1416,"{'ptz', 'GIGABYTE', 'm5014-v'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1417,"{'p5635-e', 'GIGABYTE', 'mk'}",0.0012041457016298972,0.5,P5635-E Mk II PTZ Dome Network Camera | camera | 
1418,"{'p5635-e', 'GIGABYTE', 'mk'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1419,"{'ptz', 'GIGABYTE', 'mk'}",0.0024082914032597944,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1420,"{'q6045-e', 'GIGABYTE', 'mk'}",0.0012041457016298972,0.5,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1421,"{'q6045-e', 'GIGABYTE', 'mk'}",0.0012041457016298972,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1422,"{'ptz', 'GIGABYTE', 'oct'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1423,"{'ptz', 'GIGABYTE', 'p5512-e'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1424,"{'ptz', 'GIGABYTE', 'p5522-e'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1425,"{'ptz', 'GIGABYTE', 'p5534'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1426,"{'ptz', 'p5635-e', 'GIGABYTE'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1427,"{'ptz', 'q6044', 'GIGABYTE'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1428,"{'ptz', 'q6044-e', 'GIGABYTE'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1429,"{'ptz', 'GIGABYTE', 'q6045-e'}",0.0012041457016298972,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1430,"{'ptz', 'GIGABYTE', 'q6115-e'}",0.0024082914032597944,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1431,"{'GLASS', 'europa', 'SWITCH'}",0.001376166516148454,1.0,MikroTik | router | 
1432,"{'GLASS', 'mikrotik', 'SWITCH'}",0.001376166516148454,1.0,MikroTik | router | 
1433,"{'GLASS', 'europa', 'SWITCHES'}",0.001376166516148454,1.0,MikroTik | router | 
1434,"{'GLASS', 'mikrotik', 'SWITCHES'}",0.001376166516148454,1.0,MikroTik | router | 
1435,"{'GLASS', 'europa', 'mikrotik'}",0.004128499548445362,1.0,MikroTik | router | 
1436,"{'GLASS', 'europa', 'mikrotik'}",0.004128499548445362,1.0,MikroTik | router | 
1437,"{'GROOVE-52HPN', 'ROUTER', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1438,"{'GROOVE-52HPN', 'ROUTER', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1439,"{'ROUTERBOARD', 'GROOVE-52HPN', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1440,"{'ROUTERBOARD', 'GROOVE-52HPN', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1441,"{'GROOVEA-52HPN', 'mikrotik', 'ROUTER'}",0.0029243538468154647,1.0,MikroTik | router | 
1442,"{'GROOVEA-52HPN', 'mikrotik', 'ROUTER'}",0.0029243538468154647,1.0,MikroTik | router | 
1443,"{'GROOVEA-52HPN', 'ROUTERBOARD', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1444,"{'GROOVEA-52HPN', 'ROUTERBOARD', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1445,"{'GS-5HNT', 'mikrotik', 'ROUTER'}",0.0029243538468154647,1.0,MikroTik | router | 
1446,"{'GS-5HNT', 'mikrotik', 'ROUTER'}",0.0029243538468154647,1.0,MikroTik | router | 
1447,"{'GS-5HNT', 'ROUTERBOARD', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1448,"{'GS-5HNT', 'ROUTERBOARD', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1449,"{'MIKROTIK', 'GX4', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1450,"{'MIKROTIK', 'GX4', 'mikrotik'}",0.0028813486431858255,0.5,MikroTik | router | 
1451,"{'GX4', 'ROUTER', 'mikrotik'}",0.005762697286371651,1.0,MikroTik | router | 
1452,"{'GX4', 'ROUTER', 'mikrotik'}",0.005762697286371651,1.0,MikroTik | router | 
1453,"{'ROUTERBOARD', 'GX4', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1454,"{'ROUTERBOARD', 'GX4', 'mikrotik'}",0.0028813486431858255,0.5,MikroTik | router | 
1455,"{'MIKROTIK', 'mikrotik', 'HACQ2HND'}",0.002967359050445104,1.0,MikroTik | router | 
1456,"{'MIKROTIK', 'mikrotik', 'HACQ2HND'}",0.002967359050445104,0.5036496350364964,MikroTik | router | 
1457,"{'mikrotik', 'ROUTER', 'HACQ2HND'}",0.005891712897260568,1.0,MikroTik | router | 
1458,"{'mikrotik', 'ROUTER', 'HACQ2HND'}",0.005891712897260568,1.0,MikroTik | router | 
1459,"{'ROUTERBOARD', 'HACQ2HND', 'mikrotik'}",0.0029243538468154647,1.0,MikroTik | router | 
1460,"{'HIKVISION', 'IP66', 'axis'}",0.001118135294370619,1.0,P7224 Video Encoder Blade |  | 
1461,"{'HIKVISION', 'IP66', 'axis'}",0.001118135294370619,1.0,P7224 Video Encoder Blade |  | 
1462,"{'camera', 'HIKVISION', 'IP66'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1463,"{'camera', 'HIKVISION', 'IP66'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1464,"{'ptz', 'HIKVISION', 'IP66'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1465,"{'ptz', 'HIKVISION', 'IP66'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1466,"{'HIKVISION', 'NVR', 'axis'}",0.0025803122177783513,0.6521739130434783,P7224 Video Encoder Blade |  | 
1467,"{'HIKVISION', 'NVR', 'axis'}",0.0025803122177783513,1.0,P7224 Video Encoder Blade |  | 
1468,"{'camera', 'HIKVISION', 'NVR'}",0.0025803122177783513,0.6521739130434783,Q3505 Fixed Dome Network Camera | camera | 
1469,"{'camera', 'HIKVISION', 'NVR'}",0.0025803122177783513,1.0,Q3505 Fixed Dome Network Camera | camera | 
1470,"{'HIKVISION', 'NVR', 'europa'}",0.001376166516148454,1.0,MikroTik | router | 
1471,"{'HIKVISION', 'NVR', 'mikrotik'}",0.001376166516148454,1.0,MikroTik | router | 
1472,"{'ptz', 'HIKVISION', 'NVR'}",0.0016772029415559283,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1473,"{'HIKVISION', 'ONVIF2.4', 'axis'}",0.001118135294370619,1.0,P7224 Video Encoder Blade |  | 
1474,"{'HIKVISION', 'ONVIF2.4', 'axis'}",0.001118135294370619,1.0,P7224 Video Encoder Blade |  | 
1475,"{'camera', 'HIKVISION', 'ONVIF2.4'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1476,"{'camera', 'HIKVISION', 'ONVIF2.4'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1477,"{'ptz', 'HIKVISION', 'ONVIF2.4'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1478,"{'ptz', 'HIKVISION', 'ONVIF2.4'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1479,"{'HIKVISION', 'axis', 'P2P'}",0.001118135294370619,1.0,P7224 Video Encoder Blade |  | 
1480,"{'HIKVISION', 'axis', 'P2P'}",0.001118135294370619,0.9285714285714287,P7224 Video Encoder Blade |  | 
1481,"{'camera', 'HIKVISION', 'P2P'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1482,"{'camera', 'HIKVISION', 'P2P'}",0.001118135294370619,0.9285714285714287,Q3505 Fixed Dome Network Camera | camera | 
1483,"{'ptz', 'HIKVISION', 'P2P'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1484,"{'ptz', 'HIKVISION', 'P2P'}",0.001118135294370619,0.9285714285714287,P5635-E Mk II PTZ Dome Network Camera | camera | 
1485,"{'HIKVISION', 'europa', 'SWITCH'}",0.001376166516148454,1.0,MikroTik | router | 
1486,"{'HIKVISION', 'mikrotik', 'SWITCH'}",0.001376166516148454,1.0,MikroTik | router | 
1487,"{'SWITCHES', 'HIKVISION', 'europa'}",0.001376166516148454,1.0,MikroTik | router | 
1488,"{'SWITCHES', 'HIKVISION', 'mikrotik'}",0.001376166516148454,1.0,MikroTik | router | 
1489,"{'camera', 'HIKVISION', 'axis'}",0.0413710058917129,1.0,Q3505 Fixed Dome Network Camera | camera | 
1490,"{'camera', 'HIKVISION', 'axis'}",0.0413710058917129,1.0,Q3505 Fixed Dome Network Camera | camera | 
1491,"{'m3004', 'HIKVISION', 'axis'}",0.0017202081451855675,1.0,M3004 Network Camera | camera | 
1492,"{'m3004', 'HIKVISION', 'axis'}",0.0017202081451855675,0.9523809523809524,M3004 Network Camera | camera | 
1493,"{'m5013', 'HIKVISION', 'axis'}",0.0026233174214079905,1.0,M5013 PTZ Dome Network Camera | camera | 
1494,"{'HIKVISION', 'axis', 'm5014-v'}",0.002752333032296908,1.0,P7224 Video Encoder Blade |  | 
1495,"{'HIKVISION', 'axis', 'mk'}",0.005246634842815981,1.0,P7224 Video Encoder Blade |  | 
1496,"{'HIKVISION', 'axis', 'oct'}",0.0026233174214079905,1.0,P7224 Video Encoder Blade |  | 
1497,"{'HIKVISION', 'p5512-e', 'axis'}",0.0026233174214079905,1.0,"P5512-E PTZ Dome Network Camera,TM221CE40T | camera,programmable logic controller | "
1498,"{'HIKVISION', 'p5522-e', 'axis'}",0.0026233174214079905,1.0,P5522-E PTZ Dome Network Camera | camera | 
1499,"{'HIKVISION', 'p5534', 'axis'}",0.0026233174214079905,1.0,P5534 PTZ Dome Network Camera | camera | 
1500,"{'p5635-e', 'HIKVISION', 'axis'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1501,"{'ptz', 'HIKVISION', 'axis'}",0.03423214208919279,0.8274428274428274,P5635-E Mk II PTZ Dome Network Camera | camera | 
1502,"{'ptz', 'HIKVISION', 'axis'}",0.03423214208919279,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1503,"{'q6044', 'HIKVISION', 'axis'}",0.0026233174214079905,1.0,Q6044 PTZ Dome Network Camera | camera | 
1504,"{'q6044-e', 'HIKVISION', 'axis'}",0.0026233174214079905,1.0,Q6044-E PTZ Dome Network Camera | camera | 
1505,"{'q6045-e', 'HIKVISION', 'axis'}",0.0026233174214079905,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1506,"{'HIKVISION', 'axis', 'q6115-e'}",0.005246634842815981,1.0,P7224 Video Encoder Blade |  | 
1507,"{'sep', 'HIKVISION', 'axis'}",0.0018062185524448458,1.0,211 Network Camera | camera | 
1508,"{'camera', 'HIKVISION', 'm3004'}",0.0017202081451855675,1.0,Q3505 Fixed Dome Network Camera | camera | 
1509,"{'camera', 'HIKVISION', 'm3004'}",0.0017202081451855675,0.9523809523809524,Q3505 Fixed Dome Network Camera | camera | 
1510,"{'camera', 'm5013', 'HIKVISION'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1511,"{'camera', 'HIKVISION', 'm5014-v'}",0.002752333032296908,1.0,Q3505 Fixed Dome Network Camera | camera | 
1512,"{'camera', 'HIKVISION', 'mk'}",0.005246634842815981,1.0,Q3505 Fixed Dome Network Camera | camera | 
1513,"{'camera', 'HIKVISION', 'oct'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1514,"{'camera', 'HIKVISION', 'p5512-e'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1515,"{'camera', 'HIKVISION', 'p5522-e'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1516,"{'camera', 'HIKVISION', 'p5534'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1517,"{'camera', 'HIKVISION', 'p5635-e'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1518,"{'ptz', 'camera', 'HIKVISION'}",0.03423214208919279,0.8274428274428274,P5635-E Mk II PTZ Dome Network Camera | camera | 
1519,"{'ptz', 'camera', 'HIKVISION'}",0.03423214208919279,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1520,"{'camera', 'HIKVISION', 'q6044'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1521,"{'camera', 'q6044-e', 'HIKVISION'}",0.0026233174214079905,1.0,Q3505 Fixed Dome Network Camera | camera | 
1522,"{'q6045-e', 'camera', 'HIKVISION'}",0.0026233174214079905,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1523,"{'camera', 'HIKVISION', 'q6115-e'}",0.005246634842815981,1.0,Q3505 Fixed Dome Network Camera | camera | 
1524,"{'camera', 'HIKVISION', 'sep'}",0.0018062185524448458,1.0,Q3505 Fixed Dome Network Camera | camera | 
1525,"{'HIKVISION', 'mikrotik', 'europa'}",0.005504666064593816,1.0,MikroTik | router | 
1526,"{'HIKVISION', 'mikrotik', 'europa'}",0.005504666064593816,0.8707482993197279,MikroTik | router | 
1527,"{'ptz', 'm5013', 'HIKVISION'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1528,"{'ptz', 'HIKVISION', 'm5014-v'}",0.002752333032296908,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1529,"{'p5635-e', 'HIKVISION', 'mk'}",0.0026233174214079905,0.5,P5635-E Mk II PTZ Dome Network Camera | camera | 
1530,"{'p5635-e', 'HIKVISION', 'mk'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1531,"{'ptz', 'HIKVISION', 'mk'}",0.005246634842815981,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1532,"{'q6045-e', 'HIKVISION', 'mk'}",0.0026233174214079905,0.5,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1533,"{'q6045-e', 'HIKVISION', 'mk'}",0.0026233174214079905,1.0,Q6045-E Mk II PTZ Dome Network Camera | camera | 
1534,"{'ptz', 'HIKVISION', 'oct'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1535,"{'ptz', 'HIKVISION', 'p5512-e'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1536,"{'ptz', 'HIKVISION', 'p5522-e'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1537,"{'ptz', 'HIKVISION', 'p5534'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1538,"{'ptz', 'p5635-e', 'HIKVISION'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1539,"{'ptz', 'q6044', 'HIKVISION'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1540,"{'ptz', 'q6044-e', 'HIKVISION'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1541,"{'ptz', 'HIKVISION', 'q6045-e'}",0.0026233174214079905,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1542,"{'ptz', 'HIKVISION', 'q6115-e'}",0.005246634842815981,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1543,"{'MIKROTIK', 'mikrotik', 'HND1'}",0.0028813486431858255,1.0,MikroTik | router | 
1544,"{'MIKROTIK', 'mikrotik', 'HND1'}",0.0028813486431858255,1.0,MikroTik | router | 
1545,"{'ROUTER', 'HND1', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1546,"{'ROUTER', 'HND1', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1547,"{'asus', 'HUAWEI', 'ROUTER'}",0.0014621769234077324,0.5,RT-N66W | soho router | 
1548,"{'asus', 'HUAWEI', 'ROUTER'}",0.0014621769234077324,0.7083333333333334,RT-N66W | soho router | 
1549,"{'HUAWEI', 'ROUTER', 'mikrotik'}",0.0012901561088891757,0.8333333333333335,MikroTik | router | 
1550,"{'ws880', 'HUAWEI', 'ROUTER'}",0.0010321248871113405,0.8571428571428572,WS880 | soho router | 
1551,"{'asus', 'ws880', 'HUAWEI'}",0.0012041457016298972,0.5833333333333334,RT-N66W | soho router | 
1552,"{'asus', 'ws880', 'HUAWEI'}",0.0012041457016298972,1.0,RT-N66W | soho router | 
1553,"{'MIKROTIK', 'INIT7', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1554,"{'MIKROTIK', 'INIT7', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1555,"{'INIT7', 'mikrotik', 'ROUTER'}",0.0028813486431858255,1.0,MikroTik | router | 
1556,"{'INIT7', 'mikrotik', 'ROUTER'}",0.0028813486431858255,1.0,MikroTik | router | 
1557,"{'MIKROTIK', 'mikrotik', 'INIT7.NET'}",0.0028813486431858255,1.0,MikroTik | router | 
1558,"{'MIKROTIK', 'mikrotik', 'INIT7.NET'}",0.0028813486431858255,1.0,MikroTik | router | 
1559,"{'ROUTER', 'INIT7.NET', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1560,"{'ROUTER', 'INIT7.NET', 'mikrotik'}",0.0028813486431858255,1.0,MikroTik | router | 
1561,"{'mikrotik', 'RB750GR3', 'INTEL'}",0.0028813486431858255,1.0,MikroTik | router | 
1562,"{'mikrotik', 'RB750GR3', 'INTEL'}",0.0028813486431858255,1.0,MikroTik | router | 
1563,"{'mikrotik', 'ROUTER', 'INTEL'}",0.0028813486431858255,1.0,MikroTik | router | 
1564,"{'mikrotik', 'ROUTER', 'INTEL'}",0.0028813486431858255,1.0,MikroTik | router | 
1565,"{'camera', 'IP66', 'axis'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1566,"{'camera', 'IP66', 'axis'}",0.001118135294370619,1.0,Q3505 Fixed Dome Network Camera | camera | 
1567,"{'ptz', 'IP66', 'axis'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1568,"{'ptz', 'IP66', 'axis'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1569,"{'ptz', 'camera', 'IP66'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1570,"{'ptz', 'camera', 'IP66'}",0.001118135294370619,1.0,P5635-E Mk II PTZ Dome Network Camera | camera | 
1571,"{'IPTIME', 'iptime_ftpd', 'euc-kr'}",0.0026663226250376293,1.0,IPTime | printer | 
1572,"{'IPTIME', 'iptime_ftpd', 'euc-kr'}",0.0026663226250376293,0.5254237288135593,IPTime | printer | 
1573,"{'IPTIME', 'iptime_ftpd', 'euc-kr'}",0.0026663226250376293,1.0,IPTime | printer | 
1574,"{'IPTIME', 'iptime_ftpd', 'iptime'}",0.0015911925342966498,1.0,IPTime | printer | 
1575,"{'IPTIME', 'iptime_ftpd', 'iptime'}",0.0015911925342966498,1.0,IPTime | printer | 
1576,"{'IPTIME', 'iptime_ftpd', 'utf-8'}",0.0010751300907409797,1.0,IPTime | printer | 
1577,"{'IPTIME', 'iptime_ftpd', 'utf-8'}",0.0010751300907409797,1.0,IPTime | printer | 
1578,"{'IPV6', 'MIKROTIK', 'mikrotik'}",0.0036124371048896916,1.0,MikroTik | router | 
1579,"{'IPV6', 'MIKROTIK', 'mikrotik'}",0.0036124371048896916,0.9882352941176471,MikroTik | router | 
1580,"{'IPV6', 'mikrotik', 'ROUTER'}",0.0035694319012600523,0.8137254901960783,MikroTik | router | 
